Title,Publisher,Published,Downloads,Pages,Category
Bitcoin and Cryptocoin Technologies,Srinivas R Rao,17-Jul,2306,162,Crypto & Blockchain
What is CryptoCurrency & What are 12 Ways I Can Profit from It? A Basic Guide to Unlock Your Door to the World of Crypto,Cindy and John Donohue,16-Jul,1263,35,Crypto & Blockchain
What Christians Should Know (WCSK): The Free Simple and Easy Bible Study Guide,Dr. C. H. E. Sadaphal,15-Jul,686,131,Crypto & Blockchain
GNUPG: High Level Cryptography,The Golden Keys Team,14-Feb,1607,140,Crypto & Blockchain
Location Independent Six-Figure Income,Nomad Life Success,25-Dec,50,24,Self-Improvement
THINK POSITIVE THINK OUT OF THE BOX: : The Ultimate Guide to Making Money,Deepaq,25-Nov,90,54,Self-Improvement
Marriage Rescue Blueprint: Proven Steps to Rebuild Love,Angelia Griffith,25-Sep,51,46,Self-Improvement
Defeat Drugs And Live Free,Angelia Griffith,25-Sep,25,33,Self-Improvement
Motivated for Life,Joe Bou Khalil,25-Jul,129,53,Self-Improvement
Aligning Your Inner Compass: The Path to Mind Congruency,Personal Development House,25-Jun,44,74,Self-Improvement
50 Pages of Strength,Joe Bou Khalil,25-Jun,134,52,Self-Improvement
"A GUIDED JOURNEY TO CONFIDENCE, HEALING AND INNER PEACE",KIAMBI WASHINGTON,25-Jun,113,26,Self-Improvement
Overcoming Procrastination and Building Consistent Habits,New Horizons,25-Jun,126,62,Self-Improvement
Creating your own mission statement,Donald Lewis,25-Feb,314,61,Self-Improvement
"A Guide for Men Who Want to Build Strong, Lasting Marriages",ZAK BAS,25-Feb,70,32,Self-Improvement
Rewire Your Mind: Neuroplasticity Techniques for Lasting Change and Growth,Donald Lewis,25-Feb,273,58,Self-Improvement
105 Universal Laws You Need,Zoa Yogy & Nunchi Melchizadek,25-Jan,215,24,Self-Improvement
Unshackled: Breaking free from the fear of others opinions,Donald Lewis,25-Jan,498,56,Self-Improvement
Habit Hacks: Building Positive Routines and Breaking Negativity,Donald Lewis,25-Jan,322,63,Self-Improvement
Conquering Procrastination: Emotional Ownership Techniques for Action,Donald Lewis,24-Dec,305,80,Self-Improvement
The Last Call: Hidden in Plain Sight,Onidas J. Beaudin,24-Dec,45,111,Self-Improvement
USERNAME Blocked BUT NOT Broken,Dr.Mashir Mughal,24-Dec,48,141,Self-Improvement
Break Free: Overcoming Limiting Beliefs to Unlock Your Potential,Donald Lewis,24-Nov,300,85,Self-Improvement
"The Ultimate Guide to Understanding, Attracting and Sexually Pleasing Women",D Delisser Books,24-Sep,203,83,Self-Improvement
Random Ramblings,Iris Hall,24-Sep,38,72,Self-Improvement
The Devotion System PDF Book eBook Download with Review,Amy the North,24-Sep,89,78,Self-Improvement
Piano Essentials: Everything You Need to Know About Buying and Playing Pianos,Melody Harman,24-Sep,30,179,Self-Improvement
Make Him Worship You PDF eBook Book Download with Review,Michael Fiore,24-Sep,126,27,Self-Improvement
His Secret Obsession PDF Download with Review,James Bauer,24-Aug,324,27,Self-Improvement
Tensions Between Science and Spirituality with Philosophy and Logic as Referee,Dickson Olabiyi Adelusi,24-Aug,46,60,Self-Improvement
PROCRASTINATION HACKS,Samson adebowale,24-Jul,303,67,Self-Improvement
Live-in relationship - Mentoring by The Bhagavad Gita e-book,Anuradha Gupta,24-Jun,68,71,Self-Improvement
"Learn, Solve, and Shine-Playful Bhagavad Gita for 5-12",Anuradha Gupta,24-Jun,31,78,Self-Improvement
PERSONAL DEVELOPMENT ADVICE FROM EXPERTS,ALEXANDER POLO,24-Apr,275,159,Self-Improvement
Standing on Your Own Two Feet: Young Adults Surviving 2012 and Beyond,J. Z. Colby,24-Apr,132,172,Self-Improvement
The Ex Factor,Brad Browning,24-Mar,188,20,Self-Improvement
Recipes of Reality Beyond Trap of Tastefulness,Santosh Jha,24-Mar,29,56,Self-Improvement
From Gambler To Entrepreneur,Ciprian Ipate,24-Mar,107,183,Self-Improvement
Live Long And Prosper: Happiness Comes From Within,Michael McNaught,24-Feb,363,22,Self-Improvement
"Four Walls: Breaking Through Life's Challenges, One Wall at a Time: A Memoir of Battling Cancer",Ryan Scanlan,24-Jan,67,191,Self-Improvement
How To Woo A Woman,Angelia Griffith,23-Nov,337,41,Self-Improvement
Respect; The Martial Art Code of Conduct,Dr. Terrence Webster-Doyle,23-Oct,77,32,Self-Improvement
Facing the Double Edge Sword,Dr. Terrence Webster-Doyle,23-Oct,27,96,Self-Improvement
How to Manifest A Specific Person with Law of Attraction,Angelia Griffith,23-Sep,274,48,Self-Improvement
Unveiling the Hidden Dimensions: A Journey into Metaphysical Realms,Angelia Griffith,23-Jul,396,120,Self-Improvement
The Art of Manifesting Reality: Harnessing Metaphysical Principles for Success,Angelia Griffith,23-Jul,566,101,Self-Improvement
Micha- A Disturbance of Lost Memories,Aimee,23-May,170,202,Self-Improvement
Daydreaming Your Way to Health and Prosperity,John Erik Ege,23-May,226,190,Self-Improvement
From Wannabe to Freelancer,Daniele Pais,23-Apr,231,39,Self-Improvement
The Number 12 Changed Everything In The FIFA World Cups,Sherzod Khaydarbekov,23-Mar,19,68,Self-Improvement
100 Facts About UAE Football,Sherzod Khaydarbekov,23-Mar,35,37,Self-Improvement
My philosophical ideas with graphics,Antonio Pinto Renedo,23-Mar,56,77,Self-Improvement
The road to the new era,Antonio Pinto Renedo,23-Mar,95,61,Self-Improvement
Work Less Live More Sample,Spencer Coffman,23-Mar,240,21,Self-Improvement
Relax And Unwind Sample,Spencer Coffman,23-Mar,194,21,Self-Improvement
Inspiration Found: Motivational Short Stories to Empower your Spirit,Vasudev Soni,23-Feb,512,118,Self-Improvement
Uncommon Wisdom Keys,Duodu Henry Appiah-korang,23-Feb,377,101,Self-Improvement
How To Date a Girl,Deepesh,23-Feb,249,24,Self-Improvement
Make Any Man Yours For Life,Amy North,23-Jan,260,30,Self-Improvement
Lucifer's Great Book,Lucifer Jeremy Damuel White,23-Jan,113,102,Self-Improvement
Spiritual Lessons from a Scam,Eva and Alex Peck,23-Jan,106,115,Self-Improvement
Awaken To Your True Calling,Jenny A. Leandro,22-Dec,661,67,Self-Improvement
The 'Wired' Millionaire Mindset,Gary A. Ferraro,22-Dec,415,39,Self-Improvement
The Secret 3-6-9 Manifestation & Affirmation Daily Journal that will transform your Life,Shawonne Harris,22-Oct,622,50,Self-Improvement
PRACTICAL MEDITATION GUIDE BY A FOREST MONK,REVEREND BRAHMADEVA FOREST MONK,22-Oct,309,50,Self-Improvement
I As It Witnesses Me,Santosh Jha,22-Aug,115,38,Self-Improvement
The Spectacular Hat Lady: Start Maturing Like Fine Wine and Not Aged Old Cheese,kaye terrelonge,22-Jun,94,48,Self-Improvement
Reset Your Mindset -Motivate Yourself For Success,AZMIMA,22-May,1103,57,Self-Improvement
"Is TCO (The Code of Opposites) ""Write"" for me?",Mahalene Louis,22-Apr,157,60,Self-Improvement
Speak with Confidence,Nick Gold,22-Mar,857,132,Self-Improvement
All I Need To Know About Success I Learned From Star Trek,Glen Henderson,22-Mar,254,86,Self-Improvement
Little Foxes,Harriet Beecher Stowe,22-Mar,192,162,Self-Improvement
The Seven Laws of Seduction: How to Attract Beautiful Women and Enjoy a Supercharged Sex Life,FLASH STAR,22-Mar,606,110,Self-Improvement
Vedic Dharma 5th Edition,Arun J. Mehta,22-Jan,147,135,Self-Improvement
Ask And It Is Given - Learning To Manifest Your Desires,Esther And Jerry Hicks,22-Jan,960,134,Self-Improvement
The Law of Attraction Bible,Li Garcia,21-Dec,644,35,Self-Improvement
How to Date Any Girl,Bail,21-Nov,325,24,Self-Improvement
Essentials of Elderhood - Fulfilling your potential  as an Elder,Richard Clarke,21-Oct,330,75,Self-Improvement
Living with Intention,Danica Antoine,21-Oct,608,25,Self-Improvement
Grow Your Spiritual Intelligence,Guru Das,21-Oct,715,61,Self-Improvement
Love Spell,Master Resell Right（MRR）,21-Oct,205,34,Self-Improvement
MANTRA MASTERY,LUCAS VILLE,21-Sep,273,51,Self-Improvement
Landing Your Dream Job In 5 Easy Steps,Anita Jelstad,21-Sep,439,52,Self-Improvement
Practical Personal Development,santosh kumar,21-Sep,751,30,Self-Improvement
Before Forty,Ekekere Samuel Ufot,21-Aug,364,205,Self-Improvement
How To Make Your House Energy And Co$t Efficient,Coast Challenger,21-Jul,201,43,Self-Improvement
Master Tennis,Archi Mackfly,21-Jul,56,28,Self-Improvement
365 Manifestation Power,Eric Strickland,21-Jul,1303,66,Self-Improvement
Spiritual Soldier,Erekosee,21-Jul,209,35,Self-Improvement
The Psychic Self Defense Strategy,Erekosee,21-Jul,248,34,Self-Improvement
How To Organize Your Wedding On A Budget,Christina Fox,21-Jul,101,75,Self-Improvement
Gratitude for Today,Gratitude for Today,21-Jul,286,33,Self-Improvement
Your Desire and the Law of Attraction,Alexander King,21-Jul,493,26,Self-Improvement
Protect Your Personal Power,Thomas Johnson,21-Jul,235,34,Self-Improvement
Marriage Saving Tips,Christina Fox,21-Jul,249,26,Self-Improvement
Self Help Lessons By Best Sellers,Taylor K. Daniels,21-Jul,270,36,Self-Improvement
The Drunken Traveler,Devin Keith Nerison,21-Jun,108,59,Self-Improvement
Heaven,Ellen G. White,21-May,129,93,Self-Improvement
Special Lustgarten Foundation Edition - Surviving Cancer and Embracing Life: My Personal Journey,Joel R. Evans,21-May,207,111,Self-Improvement
How To Make Your Relationship Strong,Angelia Griffith,21-May,633,35,Self-Improvement
Relationships Maintenance,Siddharth Sharma,21-May,421,31,Self-Improvement
Power of Meditation,Ayush,21-May,522,28,Self-Improvement
"Hello, My Name Is... Warrior Princess",Jenn Taylor,21-Mar,167,314,Self-Improvement
The Real Power of Affirmations,Angelia Griffith,21-Mar,773,68,Self-Improvement
Creating Effective Affirmations - The Art of Using Power Strategies to Create the Life That You Desire,Angelia Griffith,21-Mar,588,67,Self-Improvement
Our Destructive Self,John Murphy,21-Mar,420,40,Self-Improvement
Enlightenment gift one,Sahar Rezaie,21-Feb,310,53,Self-Improvement
FIX YOUR HEART,M Zülkarneyn,21-Feb,257,40,Self-Improvement
The Art of Self Esteem,Angelique Gaston,21-Feb,927,197,Self-Improvement
Mindful Meditation Mantra,Khomtuan Khanthanu Bhikku,21-Feb,197,59,Self-Improvement
Motivation,Ravi Ranjan Goswami,21-Feb,335,20,Self-Improvement
Investing In You - The Power of Positive Thinking,Andrew Beaulac,21-Jan,1867,166,Self-Improvement
Personal Development Leap Strategy,John A,21-Jan,217,22,Self-Improvement
Mental Chemistry,Charles Haanel,21-Jan,321,111,Self-Improvement
Aging Backwards,White Dove Books,21-Jan,328,34,Self-Improvement
Abundant Thinking: How to Achieve the Rich Dad Mindset,White Dove Books,21-Jan,1005,28,Self-Improvement
"Sobriety, I Did It My Way",Mo Khan,21-Jan,169,36,Self-Improvement
The 80/20 Diet,White Dove Books,21-Jan,115,21,Self-Improvement
Getting In Shape For Creativity,Ademola Morebise,20-Nov,503,42,Self-Improvement
Walking Into The Winds of Change,Guy Comguy,20-Nov,232,94,Self-Improvement
NINJUTSU – OF BASIC KNOWLEDGE,PW Bothma,20-Aug,392,212,Self-Improvement
How To Succeed: 140 Quotations To Read And Read Again,D C Robinson,20-Jul,1039,149,Self-Improvement
Where Is My Peace?,John  Murphy,20-Jul,501,68,Self-Improvement
Starting All Over After a Lockdown,Ekekere Samuel Ufot,20-Jul,662,57,Self-Improvement
You're Awesome!,Paul Lloyd Hemphill,20-Jul,412,61,Self-Improvement
Why People Reject Us and What to Do About It,Kynan Patram,20-Jun,1026,43,Self-Improvement
We Are A Scam,Santosh Jha,20-Jun,363,122,Self-Improvement
Randomness Book 2,Iris H.,20-Jun,472,50,Self-Improvement
The One Who is...NOT,Zeljko Mussovich,20-Jun,233,51,Self-Improvement
DO IT FOR YOU OR GET F*CKED UP: A Rule Book for Success,Mr. Walke,20-May,1681,82,Self-Improvement
The Ultimate SWAG of Mind,Ali Ahmad Awan,20-Apr,598,78,Self-Improvement
10 Ideas That Changed My Life,Umar Iqbal,20-Apr,4371,164,Self-Improvement
Give Me My Crown Back,Santosh Jha,20-Mar,400,137,Self-Improvement
The Greatest Teacher In The World!,Umar Saeed Iqbal,20-Mar,1633,129,Self-Improvement
Appreciate the Little Things - The #1 Rule of Happiness,Jeremiah Say,20-Mar,3034,39,Self-Improvement
Let's Get Started: Money Management 101,Joseph Dillard,20-Feb,2117,21,Self-Improvement
Take Back Your Power NOW! - with Vanessa Simpkins,Vanessa Simpkins,20-Feb,1138,195,Self-Improvement
A Shortcut to Success,Bob Huttinga PA-C,20-Feb,2433,96,Self-Improvement
Life and Sentience,Richard Clark,20-Feb,395,55,Self-Improvement
"Reality, Stupidity, Hypocrisy And Humanity",Santosh Jha,20-Jan,1021,181,Self-Improvement
The Switch: How to Find Happiness and Avoid Crisis by Telling the Truth,Abscondo,19-Dec,2241,128,Self-Improvement
Principles of the Kingdom: God's Success Principles,James M. Becher,19-Nov,976,102,Self-Improvement
The 3 Main Reason To Better Use Your Time Now !,Marc N,19-Nov,1293,73,Self-Improvement
Real Faith that can Deeply Inspire You Forever,Godwin Ihagh,19-Nov,563,96,Self-Improvement
Amazing,Roger Limington,19-Nov,430,15,Self-Improvement
Authentic Self,Frederick Edward Fabella,19-Oct,5144,140,Self-Improvement
The New Wisdom,Nic Kolbe,19-Sep,797,107,Self-Improvement
How to have a Complete and Awesome Life,Sai Bhaskar Reddy Nakka,19-Aug,765,40,Self-Improvement
Ways of Integrity in the World,Sai Bhaskar Reddy Nakka,19-Aug,504,174,Self-Improvement
Headshift,Dise Ruth,19-Jul,1134,38,Self-Improvement
Deep Six Your Depression,JD Clark,19-Jul,851,45,Self-Improvement
Mastery In Motivation,JD Clark,19-Jun,1675,70,Self-Improvement
"Optimality Of I Potentiality: Consciousness, Cognition, Causality And Criticality Of Communication",Santosh Jha,19-Jun,356,50,Self-Improvement
The Secret to Positive Thinking,Lisa Roy,19-Jun,3983,50,Self-Improvement
Exploit,Comfort James,19-May,587,50,Self-Improvement
Mind Quest,Comfort James,19-May,878,50,Self-Improvement
"Mind, Body & Spirited: Beyond Meditation, Dieting and Workout",Us,19-Apr,809,50,Self-Improvement
Do you want to know why you are not successful?,Mario Ricketts,19-Apr,1688,52,Self-Improvement
The Wedding Dance,Matthew Butcher,19-Mar,116,143,Self-Improvement
Success,Anita Busic,19-Mar,799,33,Self-Improvement
Mr. Super Motivator,Shafiq Sabir,19-Jan,420,68,Self-Improvement
Get On With It,Christopher Harari,19-Jan,538,22,Self-Improvement
How To Improve Your Life with Attraction Secrets,Lisa Roy,18-Dec,2896,109,Self-Improvement
Consentopia,Herisa Takhit,18-Dec,398,56,Self-Improvement
SUCCESS in LIFE: What Famous People's Lives Reveal,George Kouloukis,18-Nov,1252,142,Self-Improvement
Fundamental Keys of Success,Isaac John Akagu,18-Oct,2301,50,Self-Improvement
Words,Words of Roshan,18-Oct,1516,152,Self-Improvement
The Answer to Everything,Ronald Marquiss,18-Oct,892,42,Self-Improvement
Pursuing Wealth,Sara William,18-Sep,806,55,Self-Improvement
The Covenant of Protection,Isaac John Akagu,18-Sep,311,54,Self-Improvement
Turning Your Talent into Money,Isaac John Akagu,18-Aug,2546,106,Self-Improvement
Refuse To Be Silenced,Kelsey Purcell,18-Jun,2466,301,Self-Improvement
717 Quotes & Sayings of Robin Sacredfire,22 Lions Publishing,18-Jun,1262,190,Self-Improvement
Millionaire Scope: Secrets of Wealth & Prosperity,Martize Smith,18-Jun,1836,59,Self-Improvement
Self Improvement and Motivation For Success,John Life,18-May,2250,42,Self-Improvement
Timely From The Timeless,T Balakrishna Bhat,18-May,282,62,Self-Improvement
Collapsed Ideas:  An inquiry into dogmatic entities,Marc Burock,18-May,531,67,Self-Improvement
My Friends And The People That I Talk To,Echelle Emmanuel,18-May,2059,24,Self-Improvement
Unlocking the Secret to Happiness,Chaun Conscious,18-Apr,1220,29,Self-Improvement
Mumpa - Lessons in Management I Learned From Mom,Amyth Banerjee,18-Apr,186,31,Self-Improvement
100 Cents,Dickson Olabiyi Adelusi,18-Mar,963,105,Self-Improvement
Pushing Limits,Brian Stone,18-Mar,1260,54,Self-Improvement
Break The Habit,Charles Brown,18-Mar,4197,79,Self-Improvement
Success Mindset,Edwin R. Quimby,18-Mar,2741,50,Self-Improvement
Empowering Women thru Energy Wisdom,Alexander Zielinski,18-Feb,631,359,Self-Improvement
Growth Mindset: The Door to Achieving More,Lewis Alerson,18-Jan,3340,25,Self-Improvement
Emotional Intelligence,Lewis Alerson,18-Jan,4471,25,Self-Improvement
Launch Your Love life,David DeAngelo,17-Dec,590,51,Self-Improvement
Romantic Furnace: Relight the Passion with your Ex,J.L. Hemming,17-Dec,423,23,Self-Improvement
Positive Habit Attraction Models: Methods That Will Help You Construct Good Habits Easily,Jason Broderick,17-Dec,1080,20,Self-Improvement
"Ambition: Steps to boost up Your Ambition, Climb up the Dream Ladder and be Successful",Kumar Hrithik,17-Nov,1055,54,Self-Improvement
First Date King: The Dating Guide That Will Change Your Life,Adrian Gemen,17-Nov,563,80,Self-Improvement
Career Options for Educated Unemployed,Natarajan Nagarethinam,17-Nov,573,64,Self-Improvement
Be Love: How to End Pain by Escaping Your Ego,Abscondo,17-Nov,1157,238,Self-Improvement
The Essence of Sense,The Invincible Pen,17-Oct,417,43,Self-Improvement
Let's Get Married and Stay Married,Gabriel Ejukorlem,17-Oct,771,63,Self-Improvement
